player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
khanartist,SILK,"{'raze', 'phoenix', 'sage'}",5261,0.89,192.1,0.88,69,124.1,0.67,0.27,0.11,0.11,27,11
Welshy,OXGA,"{'sage', 'killjoy', 'cypher'}",2073,0.89,192.6,0.86,67,121.0,0.65,0.29,0.08,0.12,17,13
Heero,FG,"{'sova', 'astra', 'viper'}",218,0.89,171.2,0.80,63,116.8,0.61,0.33,0.05,0.11,28,18
steel,DSG,"{'killjoy', 'cypher', 'astra'}",3775,0.89,193.5,0.88,69,126.2,0.65,0.28,0.10,0.13,19,13
sunrise,Neon,"{'skye', 'omen', 'breach'}",344,0.89,199.6,0.84,66,133.1,0.68,0.32,0.10,0.12,25,22
fawn,YFP.X,"{'raze', 'jett', 'sova'}",811,0.89,185.9,0.80,65,123.8,0.62,0.32,0.07,0.10,19,13
Kero,(+5),"{'omen', 'viper', 'jett'}",574,0.89,174.0,0.89,64,116.0,0.66,0.17,0.05,0.07,32,6
Zyko,(+7),"{'sova', 'kayo', 'skye'}",504,0.89,178.6,0.80,69,116.1,0.62,0.34,0.04,0.07,25,16
Rykinn,Six,"{'sage', 'kayo', 'killjoy'}",1362,0.89,187.6,0.83,64,125.8,0.65,0.19,0.09,0.08,19,12
Drave,UCF,"{'kayo', 'fade', 'chamber'}",403,0.89,178.5,0.83,66,122.3,0.63,0.18,0.06,0.09,22,11
dsr,PK,"{'sova', 'killjoy', 'cypher'}",1371,0.89,186.4,0.87,69,120.3,0.63,0.28,0.08,0.10,25,14
ceeJay,ROSE,"{'cypher', 'killjoy', 'fade'}",2320,0.89,169.9,0.81,69,112.8,0.57,0.35,0.07,0.08,22,10
Justinkap,UVA,"{'brimstone', 'viper', 'omen'}",231,0.89,185.7,0.81,69,123.8,0.62,0.37,0.08,0.08,26,12
Pyro,AOE,"{'sova', 'neon', 'kayo'}",5339,0.89,184.5,0.84,68,124.5,0.63,0.30,0.07,0.10,21,13
Bawn,BRKA,"{'sova', 'reyna', 'breach'}",4869,0.89,189.5,0.84,68,125.7,0.65,0.32,0.08,0.10,23,13
Complex,AME,"{'sova', 'omen', 'skye'}",1884,0.89,185.0,0.83,66,122.4,0.64,0.28,0.07,0.10,24,11
jcey,Xzil,"{'jett', 'raze', 'omen'}",326,0.89,202.6,0.87,63,131.7,0.70,0.29,0.14,0.13,27,14
simon,(+13),"{'raze', 'jett', 'astra'}",1433,0.89,196.0,0.85,68,130.5,0.68,0.29,0.10,0.11,29,10
mellodiiy,(+2),"{'sova', 'omen', 'cypher'}",259,0.89,187.9,0.83,66,134.3,0.64,0.26,0.07,0.08,23,12
MrCipe,(+6),"{'skye', 'raze', 'omen'}",433,0.89,184.5,0.83,64,121.5,0.65,0.27,0.07,0.10,31,17
Crescent,YDZ.B,"{'astra', 'killjoy', 'chamber'}",2500,0.89,195.9,0.92,65,128.5,0.70,0.16,0.15,0.15,22,13
Matt,ROSE,"{'cypher', 'sova', 'killjoy'}",6032,0.89,172.0,0.83,68,115.0,0.59,0.29,0.07,0.09,21,15
rubski,CR,"{'omen', 'chamber', 'sova'}",499,0.89,182.3,0.85,69,121.5,0.62,0.19,0.10,0.12,23,5
kaeukii,TNX,"{'jett', 'raze', 'reyna'}",1165,0.89,201.2,0.88,65,134.6,0.70,0.17,0.13,0.19,24,14
mxtt,OneD,"{'raze', 'jett', 'killjoy'}",341,0.89,192.1,0.85,69,133.4,0.69,0.25,0.09,0.09,28,2
venus,Moon,"{'sova', 'neon', 'breach'}",1063,0.89,194.1,0.84,63,129.7,0.68,0.15,0.14,0.17,29,16
feral,Akro,"{'fade', 'neon', 'sova'}",296,0.89,207.3,0.84,61,136.4,0.70,0.21,0.15,0.16,29,4
Yukine,CCG,"{'cypher', 'viper', 'skye'}",757,0.89,168.6,0.76,68,116.8,0.56,0.28,0.04,0.04,22,6
sufu,(+3),"{'sova', 'breach', 'skye'}",544,0.89,190.6,0.83,65,127.8,0.65,0.24,0.10,0.10,25,8
ethos,NRG,"{'reyna', 'raze', 'brimstone'}",2952,0.89,182.9,0.84,67,121.3,0.63,0.27,0.07,0.10,20,13
Koto,(+8),"{'fade', 'chamber', 'killjoy'}",1267,0.89,186.4,0.84,65,125.3,0.65,0.18,0.10,0.13,29,13
Singularity,GFH,"{'reyna', 'raze', 'sova'}",562,0.89,198.2,0.84,63,125.4,0.68,0.21,0.09,0.11,29,17
Yexz,UMD,"{'sage', 'phoenix', 'kayo'}",266,0.89,201.4,0.90,68,136.0,0.72,0.20,0.17,0.15,20,6
PapaSmurf,EVX,"{'jett', 'viper', 'omen'}",5317,0.89,190.6,0.84,69,124.7,0.64,0.34,0.08,0.10,20,11
sherb,Astr,"{'raze', 'kayo', 'viper'}",2890,0.89,180.3,0.85,65,121.6,0.63,0.24,0.07,0.09,26,11
gunny,RPI,"{'chamber', 'omen', 'brimstone'}",501,0.89,186.9,0.82,68,124.3,0.65,0.31,0.08,0.12,34,17
chase,Cudd,"{'jett', 'killjoy', 'neon'}",814,0.89,212.0,0.89,64,141.7,0.73,0.17,0.18,0.19,29,20
nPanda,Zeni,"{'astra', 'viper', 'omen'}",347,0.89,180.8,0.84,66,117.6,0.64,0.26,0.03,0.09,31,12
Waltz,FYL,"{'omen', 'sova', 'skye'}",1093,0.89,185.2,0.84,62,124.6,0.66,0.27,0.07,0.10,29,11
seoul,26,"{'chamber', 'killjoy', 'astra'}",392,0.89,184.5,0.87,64,122.4,0.68,0.18,0.05,0.10,38,11
Fractured,skol,"{'viper', 'chamber', 'sova'}",1722,0.89,193.8,0.85,66,130.9,0.65,0.21,0.09,0.11,19,12
Tillo,Grif,"{'sage', 'cypher', 'viper'}",4594,0.89,178.0,0.83,67,124.0,0.61,0.30,0.06,0.08,23,11
rev0h,ARCH,"{'cypher', 'sage', 'killjoy'}",684,0.89,183.7,0.81,64,123.3,0.64,0.18,0.07,0.09,27,14
zoriental,YFP.X,"{'raze', 'jett', 'neon'}",427,0.88,201.0,0.94,68,128.2,0.71,0.16,0.14,0.13,33,13
array,TNX,"{'killjoy', 'kayo', 'skye'}",386,0.88,204.6,0.83,62,137.9,0.70,0.24,0.14,0.19,32,8
Yape,GenZ,"{'chamber', 'jett', 'skye'}",464,0.88,196.3,0.88,62,129.7,0.70,0.13,0.14,0.16,32,13
sai,Elat,"{'jett', 'chamber', 'raze'}",873,0.88,202.1,0.85,63,132.7,0.71,0.15,0.16,0.19,39,10
amir,DG,"{'jett', 'skye', 'kayo'}",685,0.88,180.3,0.80,70,120.4,0.61,0.38,0.06,0.09,23,15
HAXXA,TACO,"{'chamber', 'jett', 'raze'}",629,0.88,196.0,0.90,62,131.2,0.70,0.13,0.17,0.17,24,16
Haru,SOL,"{'chamber', 'raze', 'kayo'}",249,0.88,200.6,0.93,64,132.8,0.71,0.17,0.15,0.15,29,4
Abram,Gx,"{'raze', 'phoenix', 'killjoy'}",424,0.88,190.4,0.82,61,129.2,0.64,0.26,0.06,0.08,22,11
mizubabe,TTV,"{'viper', 'omen', 'fade'}",468,0.88,152.5,0.83,69,99.3,0.56,0.33,0.05,0.06,31,15
Amber,Euph,"{'breach', 'sova', 'astra'}",919,0.88,191.6,0.85,65,128.3,0.67,0.25,0.08,0.12,29,13
angil,YCHT,"{'omen', 'viper', 'sage'}",576,0.88,180.3,0.81,68,117.2,0.62,0.31,0.07,0.07,20,12
PIGGY,PFlu,"{'astra', 'viper', 'omen'}",2354,0.88,174.9,0.83,70,112.6,0.61,0.38,0.07,0.11,25,16
kimchi,(+4),"{'yoru', 'kayo', 'omen'}",234,0.88,188.0,0.79,64,123.1,0.67,0.23,0.07,0.09,36,10
side,Arri,"{'kayo', 'chamber', 'omen'}",591,0.88,195.7,0.85,61,128.5,0.68,0.17,0.09,0.11,25,4
redo,RB,"{'omen', 'astra', 'kayo'}",2660,0.88,172.0,0.83,68,112.4,0.60,0.34,0.06,0.07,23,10
Jeje,Skyl,"{'breach', 'kayo', 'skye'}",389,0.88,161.9,0.81,66,106.3,0.57,0.36,0.05,0.08,38,10
PepegaPig,DawN,"{'jett', 'fade', 'raze'}",1380,0.88,193.8,0.86,65,127.4,0.67,0.20,0.12,0.14,26,17
MoxZIP,PG,"{'chamber', 'viper', 'killjoy'}",236,0.88,199.8,0.86,59,133.6,0.72,0.08,0.08,0.14,27,11
jake,CSP,"{'jett', 'raze', 'cypher'}",1895,0.88,203.5,0.88,64,136.4,0.70,0.17,0.15,0.18,26,12
TeddyIsFluffy,MESO,"{'viper', 'astra', 'chamber'}",1731,0.88,188.3,0.81,66,122.6,0.65,0.35,0.09,0.13,20,14
Nater,(+2),"{'chamber', 'killjoy', 'viper'}",240,0.88,203.2,0.88,64,134.3,0.73,0.17,0.12,0.15,25,11
LINDEN,Team,"{'raze', 'breach', 'kayo'}",960,0.88,184.9,0.78,66,126.6,0.63,0.33,0.07,0.09,30,4
iansn,Zone,"{'fade', 'harbor', 'kayo'}",1361,0.88,174.1,0.81,71,119.5,0.61,0.30,0.06,0.07,33,13
Qunu,EVX,"{'skye', 'omen', 'fade'}",321,0.88,161.6,0.79,69,108.6,0.55,0.32,0.05,0.05,23,20
yaz,TORN,"{'sova', 'chamber', 'skye'}",231,0.88,190.7,0.81,68,130.8,0.63,0.28,0.10,0.12,26,15
Sora,Ente,"{'reyna', 'breach', 'jett'}",852,0.88,199.3,0.83,65,128.3,0.69,0.21,0.13,0.16,27,9
exile,YDZ,"{'phoenix', 'jett', 'raze'}",2495,0.88,182.1,0.85,65,120.8,0.65,0.22,0.08,0.09,31,13
Highkeyangel,26,"{'raze', 'neon'}",339,0.88,208.6,0.84,71,140.6,0.70,0.17,0.12,0.12,27,17
kazz,Merc,"{'sova', 'astra', 'viper'}",881,0.88,170.9,0.80,70,113.0,0.59,0.38,0.04,0.06,28,16
Sxnti,FSN,"{'viper', 'omen', 'brimstone'}",258,0.88,194.2,0.81,66,133.0,0.66,0.30,0.06,0.09,29,13
Juliet,LEV.GC,"{'astra', 'viper', 'fade'}",762,0.88,186.5,0.82,66,121.6,0.65,0.26,0.07,0.09,27,13
nate,IL,"{'omen', 'astra', 'sage'}",3932,0.88,190.5,0.86,67,126.9,0.67,0.22,0.13,0.15,28,13
Lou,FFE,"{'brimstone', 'sage', 'omen'}",2428,0.88,182.7,0.83,66,121.8,0.64,0.28,0.09,0.10,28,13
ch0ku,BSU,"{'skye', 'sova', 'gekko'}",470,0.88,179.4,0.86,63,124.6,0.63,0.23,0.06,0.09,22,8
Dsyleixc,TACO,"{'astra', 'omen', 'chamber'}",494,0.88,181.8,0.88,64,123.6,0.65,0.13,0.09,0.12,30,12
Chavez,Tedw,"{'sova', 'raze', 'viper'}",335,0.88,190.6,0.80,68,130.3,0.64,0.25,0.06,0.08,20,7
zekei,Zone,"{'kayo', 'reyna', 'cypher'}",5886,0.88,194.1,0.87,67,127.8,0.67,0.24,0.13,0.15,23,15
THOOMER,(+7),"{'viper', 'cypher', 'killjoy'}",1154,0.88,186.6,0.85,69,123.3,0.64,0.29,0.06,0.10,22,11
foreplay,LRS,"{'breach', 'sova', 'raze'}",1056,0.88,187.7,0.85,65,118.0,0.65,0.25,0.09,0.12,21,6
diaamond,SOR,"{'omen', 'sova', 'viper'}",755,0.88,181.4,0.83,69,118.1,0.61,0.23,0.10,0.08,22,13
Gigi,Moon,"{'skye', 'killjoy', 'sova'}",660,0.88,169.3,0.78,69,114.9,0.59,0.30,0.04,0.04,21,8
leak,PK.A,"{'sage', 'jett', 'raze'}",2944,0.88,177.3,0.83,68,114.8,0.61,0.28,0.05,0.08,23,14
Maanish,QOR,"{'reyna', 'skye', 'jett'}",1622,0.88,190.3,0.87,66,121.6,0.66,0.24,0.12,0.14,22,10
ShoukR,BBGA,"{'sage', 'jett', 'raze'}",1753,0.88,193.8,0.88,65,126.9,0.68,0.15,0.16,0.16,29,10
TRAN,(+4),"{'cypher', 'killjoy', 'jett'}",272,0.88,203.5,0.90,65,138.8,0.71,0.18,0.13,0.16,23,14
Jerado,Want,"{'skye', 'astra', 'harbor'}",717,0.88,181.9,0.84,68,119.7,0.67,0.27,0.05,0.05,29,7
kaps,BPC,"{'astra', 'kayo', 'viper'}",388,0.88,190.3,0.84,65,123.0,0.65,0.35,0.05,0.12,35,15
fifi,SRN.P,"{'skye', 'killjoy', 'kayo'}",662,0.88,166.7,0.81,72,109.7,0.58,0.38,0.07,0.08,27,14
katar,(+1),"{'astra', 'viper', 'brimstone'}",278,0.88,179.9,0.79,66,116.7,0.60,0.33,0.04,0.07,19,16
royal,AI,"{'sova', 'sage', 'skye'}",4090,0.88,179.4,0.83,69,119.4,0.62,0.32,0.07,0.08,30,12
pierson,(+2),"{'raze', 'phoenix', 'sage'}",732,0.88,231.4,0.94,65,149.6,0.77,0.20,0.20,0.23,17,10
Lyan,APX,"{'jett', 'yoru', 'raze'}",303,0.88,208.6,0.86,65,133.3,0.73,0.15,0.15,0.21,25,3
mae,FT,"{'chamber', 'killjoy', 'astra'}",473,0.88,165.8,0.79,69,110.6,0.58,0.32,0.07,0.06,31,14
Kuaresma,Elys,"{'killjoy', 'cypher', 'viper'}",1955,0.88,179.5,0.84,66,120.5,0.62,0.26,0.07,0.07,22,13
Austinair,Ace,"{'sova', 'skye', 'tejo'}",1181,0.88,177.8,0.79,70,118.5,0.57,0.32,0.07,0.06,15,10
calamity,EVX,"{'neon', 'sova', 'fade'}",1571,0.88,213.3,0.91,67,138.1,0.75,0.20,0.15,0.16,26,16
Elevate,The,"{'killjoy', 'cypher', 'breach'}",1581,0.87,162.8,0.77,68,110.9,0.56,0.29,0.05,0.07,24,14
Menace,Fish,"{'jett', 'raze', 'viper'}",5492,0.87,199.5,0.88,66,124.5,0.67,0.21,0.15,0.17,12,16
chanse,Kowa,"{'raze', 'jett', 'killjoy'}",1866,0.87,184.2,0.82,66,122.9,0.63,0.21,0.09,0.11,20,10
zev,PRS.X,"{'raze', 'jett', 'neon'}",732,0.87,193.8,0.85,61,131.3,0.70,0.20,0.12,0.16,34,17
ChurmZ,TPG,"{'cypher', 'raze', 'sova'}",7559,0.87,177.2,0.82,68,116.8,0.60,0.28,0.08,0.10,20,13
Tyler,NW,"{'breach', 'sova', 'jett'}",1497,0.87,173.6,0.78,68,113.9,0.59,0.32,0.06,0.08,23,9
Pingfu,QOR,"{'sova', 'omen', 'viper'}",1930,0.87,171.7,0.81,67,113.3,0.60,0.28,0.07,0.09,28,13
Jayymilz,(+2),"{'astra', 'brimstone', 'omen'}",371,0.87,169.7,0.76,69,110.4,0.59,0.38,0.05,0.08,23,6
Adam,AME,"{'brimstone', 'omen', 'astra'}",1134,0.87,195.9,0.82,65,129.9,0.67,0.26,0.08,0.13,22,6
rain,Ace,"{'breach', 'fade', 'yoru'}",1197,0.87,182.3,0.80,67,121.2,0.63,0.31,0.07,0.10,25,11
Grego,MSF,"{'reyna', 'omen', 'raze'}",960,0.87,184.1,0.80,65,121.4,0.63,0.26,0.10,0.12,22,13
plaza,FIU,"{'jett', 'skye', 'chamber'}",2082,0.87,193.3,0.87,65,125.8,0.67,0.20,0.11,0.12,28,15
scrvbby,Grif,"{'killjoy', 'astra', 'omen'}",443,0.87,175.4,0.83,67,117.2,0.63,0.25,0.05,0.07,32,11
Cfax,Over,"{'sage', 'kayo', 'killjoy'}",4151,0.87,174.5,0.81,68,114.8,0.60,0.30,0.06,0.08,26,12
fried,band,"{'raze', 'jett'}",346,0.87,207.0,0.90,65,132.1,0.73,0.14,0.15,0.18,18,21
Luna1,YDZ.GC,"{'clove', 'gekko', 'sova'}",705,0.87,193.5,0.84,65,121.4,0.65,0.33,0.15,0.15,13,14
ANDYYOSHI,EVX,"{'clove', 'cypher', 'neon'}",864,0.87,196.1,0.89,67,126.5,0.71,0.26,0.07,0.10,29,20
zeka,PHX,"{'jett', 'raze', 'cypher'}",1287,0.87,187.5,0.83,64,127.3,0.65,0.22,0.08,0.12,26,13
Temper,(+4),"{'viper', 'omen', 'astra'}",364,0.87,177.4,0.85,67,119.2,0.63,0.22,0.07,0.10,25,18
tetchra,YFP,"{'brimstone', 'omen', 'reyna'}",1250,0.87,203.6,0.87,65,134.0,0.68,0.27,0.11,0.14,17,8
SKIM,(+5),"{'sova', 'astra', 'fade'}",228,0.87,188.6,0.77,68,125.5,0.60,0.35,0.14,0.09,18,10
Babu,(+2),"{'sage', 'astra', 'omen'}",785,0.87,178.7,0.83,65,114.0,0.63,0.31,0.08,0.11,28,12
Zamas,Outl,"{'cypher', 'sova', 'harbor'}",253,0.87,167.3,0.69,65,111.9,0.56,0.24,0.10,0.08,27,6
ShadowCoreTV,APX,"{'gekko', 'jett', 'cypher'}",242,0.87,190.5,0.81,62,126.5,0.67,0.12,0.08,0.11,37,8
karizma,Oni,"{'brimstone', 'astra', 'omen'}",1240,0.87,180.1,0.83,66,117.5,0.63,0.26,0.07,0.11,28,14
sabooboo,RF.GC,"{'sova', 'skye', 'kayo'}",1083,0.87,174.6,0.85,70,114.4,0.61,0.29,0.06,0.08,27,13
Suhnny,FLUX,"{'cypher', 'sova', 'sage'}",290,0.87,180.1,0.80,66,118.6,0.63,0.27,0.06,0.08,27,6
Brayzeee,BHOP,"{'chamber', 'omen', 'astra'}",525,0.87,174.0,0.80,63,117.7,0.62,0.24,0.07,0.07,31,15
sambae,Abde,"{'sova', 'breach', 'killjoy'}",3421,0.87,162.5,0.81,68,109.4,0.58,0.27,0.05,0.06,37,11
Firewolf,Ace,"{'sova', 'skye', 'deadlock'}",583,0.87,179.5,0.79,67,121.5,0.62,0.24,0.05,0.07,24,10
Colt,F5,"{'fade', 'skye', 'cypher'}",524,0.87,177.1,0.79,67,118.8,0.61,0.29,0.09,0.08,31,16
ExpiredNuts,(+6),"{'neon', 'raze', 'iso'}",1528,0.87,212.6,0.86,64,141.7,0.73,0.20,0.16,0.21,25,13
Kurt,EG,"{'cypher', 'jett', 'reyna'}",1130,0.87,179.4,0.79,64,116.2,0.60,0.23,0.08,0.09,18,11
ADRENALINE,TACO,"{'cypher', 'sova', 'brimstone'}",3310,0.87,171.8,0.79,69,116.8,0.56,0.34,0.07,0.08,22,11
rayne,Skyl,"{'kayo', 'sage', 'raze'}",1222,0.87,194.9,0.83,63,129.7,0.67,0.20,0.13,0.16,26,14
churro,IluZ,"{'jett', 'sova', 'cypher'}",1135,0.87,193.2,0.82,62,129.3,0.67,0.21,0.12,0.13,26,10
streets,(+3),"{'omen', 'viper', 'killjoy'}",314,0.87,188.4,0.84,63,122.4,0.65,0.19,0.06,0.06,25,7
eZo,TNX,"{'killjoy', 'omen', 'harbor'}",933,0.87,173.4,0.82,66,113.8,0.61,0.32,0.05,0.10,28,12
reforminq,(+10),"{'fade', 'sova', 'jett'}",710,0.87,171.7,0.77,65,120.6,0.60,0.25,0.07,0.09,31,14
emm,Dipl,"{'sage', 'astra', 'skye'}",461,0.87,174.3,0.75,65,116.4,0.58,0.38,0.05,0.09,24,16
speq,AxA,"{'fade', 'sova', 'skye'}",732,0.87,177.8,0.79,67,114.7,0.62,0.31,0.06,0.10,25,16
Prestige,86th,"{'skye', 'breach', 'killjoy'}",694,0.87,172.1,0.74,66,111.8,0.59,0.35,0.03,0.07,35,10
Chels,22,"{'reyna', 'jett', 'raze'}",594,0.87,207.9,0.83,62,131.6,0.71,0.16,0.19,0.22,15,10
hesy,RED,"{'fade', 'jett', 'raze'}",424,0.87,196.2,0.80,62,136.2,0.67,0.20,0.13,0.19,27,8
vog,BLIN,"{'raze', 'jett', 'killjoy'}",570,0.87,168.7,0.86,69,114.3,0.61,0.19,0.07,0.07,26,18
Interlaced,(+5),"{'viper', 'fade', 'sova'}",1241,0.87,170.0,0.79,69,112.0,0.59,0.32,0.06,0.08,25,10
ESRUB,(+3),"{'omen', 'astra', 'breach'}",250,0.87,185.4,0.78,68,123.6,0.62,0.26,0.10,0.10,22,7
Battison,TTV,"{'viper', 'gekko', 'sova'}",1476,0.87,204.3,0.88,65,135.0,0.70,0.20,0.13,0.15,30,8
bando,Erro,"{'cypher', 'viper', 'kayo'}",228,0.87,187.6,0.84,69,124.8,0.65,0.32,0.10,0.14,36,4
MoonBlue,Syru,"{'sova', 'sage', 'cypher'}",615,0.87,173.9,0.72,65,115.5,0.56,0.32,0.06,0.05,18,7
Troll,KS,"{'viper', 'astra', 'sova'}",1390,0.87,169.3,0.80,67,109.0,0.59,0.31,0.05,0.06,18,13
nokE,AKM,"{'viper', 'brimstone', 'jett'}",349,0.87,180.4,0.80,60,122.6,0.63,0.21,0.08,0.15,33,15
Lex,TOP,"{'jett', 'raze', 'omen'}",958,0.87,198.4,0.84,63,134.9,0.68,0.20,0.13,0.18,24,20
Kip,TLP,"{'astra', 'omen', 'sage'}",1363,0.87,173.8,0.80,67,116.4,0.61,0.31,0.06,0.07,28,11
alvin,Kowa,"{'jett', 'reyna', 'raze'}",900,0.87,200.0,0.83,65,129.0,0.68,0.17,0.18,0.17,17,10
Flonson,AWAK,"{'sova', 'breach', 'skye'}",1775,0.87,176.4,0.81,65,117.2,0.61,0.31,0.06,0.09,28,14
starriebun,SISU,"{'jett', 'omen', 'sage'}",2488,0.87,177.2,0.83,68,119.3,0.60,0.29,0.06,0.08,22,14
Soop,Outl,"{'jett', 'omen', 'skye'}",1408,0.87,191.6,0.84,66,130.2,0.65,0.22,0.13,0.12,19,8
Jessie,(+3),"{'breach', 'sova', 'skye'}",920,0.87,181.3,0.83,68,122.2,0.62,0.30,0.06,0.06,26,11
snow,(+6),"{'phoenix', 'raze', 'omen'}",290,0.87,184.8,0.85,71,129.4,0.64,0.25,0.07,0.11,29,17
Asetic,(+2),"{'sova', 'kayo', 'omen'}",264,0.87,179.7,0.76,60,122.0,0.63,0.22,0.07,0.06,26,8
Rexgator,FISH.U,"{'astra', 'viper', 'breach'}",3674,0.87,178.6,0.83,70,117.5,0.61,0.31,0.07,0.08,19,10
Polkan,ding,"{'jett', 'chamber', 'raze'}",3652,0.87,176.6,0.81,68,115.6,0.61,0.35,0.08,0.11,34,10
silvia,Skyl,"{'jett', 'killjoy', 'cypher'}",719,0.87,169.7,0.79,63,114.2,0.60,0.24,0.05,0.05,32,12
laddermoves,BKR,"{'viper', 'killjoy', 'chamber'}",3691,0.87,187.8,0.83,65,125.3,0.64,0.21,0.09,0.10,19,10
JazzyB,YFP,"{'cypher', 'killjoy', 'viper'}",996,0.87,178.2,0.81,62,115.2,0.62,0.20,0.08,0.10,16,11
vxya,Bosc,"{'viper', 'omen', 'killjoy'}",321,0.87,190.9,0.82,61,122.9,0.65,0.25,0.12,0.13,32,8
cRyaN,Gene,"{'jett', 'skye', 'omen'}",414,0.86,194.0,0.82,64,128.7,0.67,0.20,0.08,0.16,34,19
kaii,RIOS,"{'reyna', 'jett', 'astra'}",255,0.86,201.0,0.80,58,131.1,0.69,0.14,0.10,0.13,25,11
Lights,HZN,"{'cypher', 'killjoy', 'jett'}",353,0.86,181.1,0.75,61,118.5,0.60,0.25,0.08,0.09,23,12
Decay,TMU.B,"{'sova', 'skye', 'sage'}",1323,0.86,179.2,0.77,68,119.2,0.61,0.33,0.07,0.09,24,9
xqReaper,GRID,"{'reyna', 'kayo', 'chamber'}",204,0.86,197.1,0.79,66,123.0,0.66,0.25,0.10,0.10,21,7
Pix,801,"{'sova', 'sage', 'skye'}",801,0.86,179.7,0.82,66,121.0,0.62,0.24,0.07,0.09,25,17
apple,Arch,"{'killjoy', 'omen', 'brimstone'}",325,0.86,172.5,0.77,66,117.8,0.59,0.23,0.06,0.06,34,12
bladee,uOtt,"{'sage', 'chamber', 'kayo'}",479,0.86,170.5,0.79,68,112.2,0.59,0.41,0.04,0.09,23,21
allegedlyalexa,TK,"{'raze', 'reyna', 'chamber'}",251,0.86,169.9,0.78,67,113.8,0.60,0.37,0.06,0.10,15,18
YellowFISH,(+8),"{'killjoy', 'viper', 'reyna'}",1185,0.86,185.6,0.82,66,123.0,0.63,0.28,0.09,0.12,24,11
Naomi,QoR.GC,"{'killjoy', 'skye', 'cypher'}",1777,0.86,177.3,0.81,64,117.5,0.60,0.18,0.06,0.07,21,10
Dubbin,Stas,"{'breach', 'sova', 'sage'}",1354,0.86,171.3,0.76,67,117.3,0.56,0.35,0.06,0.09,20,9
Gonchz,CHV,"{'jett', 'kayo', 'omen'}",1457,0.86,194.6,0.85,63,130.4,0.68,0.15,0.13,0.16,28,16
HILTON,T1A,"{'sova', 'breach', 'astra'}",858,0.86,177.9,0.73,65,119.0,0.58,0.34,0.07,0.10,25,8
Tbite,Lion,"{'kayo', 'astra', 'omen'}",302,0.86,181.3,0.80,64,125.2,0.65,0.25,0.05,0.10,29,13
kyu,HEHE,"{'killjoy', 'sova', 'chamber'}",411,0.86,183.7,0.83,63,112.6,0.67,0.21,0.07,0.09,43,9
simba,IU,"{'chamber', 'jett', 'raze'}",589,0.86,190.2,0.84,66,122.7,0.67,0.13,0.13,0.12,26,9
Kayleigh,Roul,"{'sova', 'skye', 'cypher'}",241,0.86,174.9,0.85,61,114.8,0.65,0.16,0.06,0.10,32,22
wiLLzki,AI,"{'sova', 'skye', 'breach'}",819,0.86,175.7,0.81,68,118.3,0.59,0.27,0.07,0.11,24,10
Angel,CAT,"{'killjoy', 'breach', 'skye'}",1624,0.86,162.4,0.78,67,106.2,0.57,0.31,0.06,0.08,31,13
alecxndr,(+6),"{'harbor', 'brimstone', 'omen'}",270,0.86,191.8,0.75,63,129.0,0.64,0.23,0.13,0.14,23,10
dre,TLP,"{'astra', 'sage', 'skye'}",1269,0.86,170.3,0.75,67,116.3,0.58,0.34,0.06,0.08,33,15
Kamiunist,Thri,"{'jett', 'skye', 'chamber'}",1071,0.86,199.3,0.86,65,129.9,0.68,0.27,0.10,0.14,21,13
alimonstr,COL,"{'viper', 'astra', 'reyna'}",739,0.86,170.6,0.81,68,115.6,0.60,0.28,0.07,0.11,31,16
habibti,MESO,"{'breach', 'sova', 'chamber'}",2367,0.86,188.6,0.83,65,127.2,0.65,0.26,0.09,0.12,28,11
Maddie,FaZe,"{'jett', 'sage', 'phoenix'}",2028,0.86,193.3,0.83,69,127.2,0.66,0.28,0.09,0.13,25,13
wrong,VTL,"{'viper', 'killjoy', 'chamber'}",1496,0.86,180.2,0.81,65,120.6,0.62,0.25,0.07,0.10,22,9
BRANTED,EG,"{'raze', 'reyna', 'omen'}",2816,0.86,170.8,0.83,69,111.2,0.60,0.27,0.06,0.08,26,15
hyun,Fore,"{'raze', 'reyna', 'breach'}",1308,0.86,182.5,0.81,67,120.5,0.62,0.24,0.09,0.11,22,8
cloudzzy,YDZ.GC,"{'skye', 'breach', 'kayo'}",692,0.86,160.4,0.76,64,107.3,0.57,0.32,0.06,0.09,22,8
Cheesyace,TM,"{'cypher', 'killjoy', 'omen'}",390,0.86,191.0,0.83,61,122.8,0.64,0.15,0.12,0.13,24,4
ryann,GHST,"{'omen', 'brimstone', 'cypher'}",2809,0.86,169.1,0.85,71,110.9,0.60,0.29,0.08,0.09,27,17
LeahPanda,Wild,"{'sova', 'breach', 'killjoy'}",2703,0.86,168.9,0.79,69,111.9,0.57,0.33,0.05,0.07,16,13
r3p,ex-R5,"{'killjoy', 'cypher', 'sage'}",934,0.86,182.1,0.83,65,119.4,0.63,0.21,0.06,0.08,23,13
IceyKL,RU,"{'viper', 'breach', 'sova'}",1561,0.86,186.0,0.83,65,123.7,0.66,0.24,0.12,0.14,28,11
Hunter,EMP,"{'chamber', 'breach', 'kayo'}",1009,0.86,175.4,0.81,66,114.4,0.60,0.21,0.07,0.08,25,4
